alias_address,alias_city,georeferencingString
FRAZIONE VILLABRUNA,FELTRE,FELTRE FRAZIONE VILLABRUNA
FRAZIONE VILLAGA,FELTRE,FELTRE FRAZIONE VILLAGA
FRAZIONE VILLAPAIERA,FELTRE,FELTRE FRAZIONE VILLAPAIERA
GALLERIA ISOLA,FELTRE,FELTRE GALLERIA ISOLA
LARGO P. CASTALDI,FELTRE,FELTRE LARGO P. CASTALDI
LOCALITA' ZERMEN,FELTRE,FELTRE LOCALITA' ZERMEN
P.LE TANCREDI PARMEGGIANI,FELTRE,FELTRE P.LE TANCREDI PARMEGGIANI
PIAZZA A. CAMBRUZZI,FELTRE,FELTRE PIAZZA A. CAMBRUZZI
PIAZZA A. E L. ZANCANARO,FELTRE,FELTRE PIAZZA A. E L. ZANCANARO
PIAZZA BRENTA,FELTRE,FELTRE PIAZZA BRENTA
"PIAZZA BTG ALPINI ""FELTRE""",FELTRE,"FELTRE PIAZZA BTG ALPINI ""FELTRE"""
PIAZZA DE LA CESA - PREN,FELTRE,FELTRE PIAZZA DE LA CESA - PREN
LOCALITA' MONTE RONCON,FONZASO,FONZASO LOCALITA' MONTE RONCON
LOCALITA' PEDESALTO,FONZASO,FONZASO LOCALITA' PEDESALTO
PIAZZA ANGELI,FONZASO,FONZASO PIAZZA ANGELI
PIAZZA CHIESA,FONZASO,FONZASO PIAZZA CHIESA
PIAZZA I^NOVEMBRE,FONZASO,FONZASO PIAZZA I^NOVEMBRE
PIAZZA ITALIA,FONZASO,FONZASO PIAZZA ITALIA
PIAZZA NOGARE' BILLESIMO,FONZASO,FONZASO PIAZZA NOGARE' BILLESIMO
PIAZZA NORCEN,FONZASO,FONZASO PIAZZA NORCEN
PIAZZA SAN GOTTARDO,FONZASO,FONZASO PIAZZA SAN GOTTARDO
VIA A. BASSANI,FONZASO,FONZASO VIA A. BASSANI
VIA A. DE GASPERI,FONZASO,FONZASO VIA A. DE GASPERI
VIA A. ZUCCO,FONZASO,FONZASO VIA A. ZUCCO
VIA AGANA,FONZASO,FONZASO VIA AGANA
VIA ALDO MORO,FONZASO,FONZASO VIA ALDO MORO
VIA ARSIE',FONZASO,FONZASO VIA ARSIE'
VIA BELVEDERE,FONZASO,FONZASO VIA BELVEDERE
VIA BOVE,FONZASO,FONZASO VIA BOVE
VIA BROLO DE PANTZ,FONZASO,FONZASO VIA BROLO DE PANTZ
VIA CALDERAL,FONZASO,FONZASO VIA CALDERAL
VIA CALZEN,FONZASO,FONZASO VIA CALZEN
VIA CANOSSIANE,FONZASO,FONZASO VIA CANOSSIANE
VIA CASE BALZAN,FONZASO,FONZASO VIA CASE BALZAN
VIA CASE LIRA,FONZASO,FONZASO VIA CASE LIRA
VIA CESARE BATTISTI,FONZASO,FONZASO VIA CESARE BATTISTI
VIA COL BIANCO,FONZASO,FONZASO VIA COL BIANCO
VIA CONTE MENGOTTI,FONZASO,FONZASO VIA CONTE MENGOTTI
VIA DANTE,FONZASO,FONZASO VIA DANTE
VIA DEGLI ALPINI,FONZASO,FONZASO VIA DEGLI ALPINI
VIA DON PIETRO CORSO,FONZASO,FONZASO VIA DON PIETRO CORSO
VIA E. FERRARI,FONZASO,FONZASO VIA E. FERRARI
PIAZZA S. GIACOMO,GOSALDO,GOSALDO PIAZZA S. GIACOMO
PIAZZA SALVO D'ACQUISTO,GOSALDO,GOSALDO PIAZZA SALVO D'ACQUISTO
VIA BEZZOI,GOSALDO,GOSALDO VIA BEZZOI
VIA BITTI,GOSALDO,GOSALDO VIA BITTI
VIA CARRERA,GOSALDO,GOSALDO VIA CARRERA
VIA CASTELLO,GOSALDO,GOSALDO VIA CASTELLO
VIA CAVALLERA,GOSALDO,GOSALDO VIA CAVALLERA
VIA CENCI,GOSALDO,GOSALDO VIA CENCI
VIA CENTRO-LOC.TISER,GOSALDO,GOSALDO VIA CENTRO-LOC.TISER
VIA CIET,GOSALDO,GOSALDO VIA CIET
VIA CODA,GOSALDO,GOSALDO VIA CODA
VIA COLTAMAI,GOSALDO,GOSALDO VIA COLTAMAI
VIA CROCE ROSSA,GOSALDO,GOSALDO VIA CROCE ROSSA
VIA CURTI,GOSALDO,GOSALDO VIA CURTI
VIA DEI CUCH-LOC.TISER,GOSALDO,GOSALDO VIA DEI CUCH-LOC.TISER
VIA DELLA SCUOLA-LOC.TISER,GOSALDO,GOSALDO VIA DELLA SCUOLA-LOC.TISER
VIA DELUBI,GOSALDO,GOSALDO VIA DELUBI
VIA DENEORE,GOSALDO,GOSALDO VIA DENEORE
VIA DOMADORE,GOSALDO,GOSALDO VIA DOMADORE
VIA DON,GOSALDO,GOSALDO VIA DON
VIA FAUSTIN,GOSALDO,GOSALDO VIA FAUSTIN
VIA FOCHE,GOSALDO,GOSALDO VIA FOCHE
VIA FORCELLA AURINE,GOSALDO,GOSALDO VIA FORCELLA AURINE
VIA FORCELLA FRANCHE,GOSALDO,GOSALDO VIA FORCELLA FRANCHE
VIA INCASAL,GOSALDO,GOSALDO VIA INCASAL
VIA IV NOVEMBRE,GOSALDO,GOSALDO VIA IV NOVEMBRE
VIA LAMBROI,GOSALDO,GOSALDO VIA LAMBROI
VIA LAVEDER,GOSALDO,GOSALDO VIA LAVEDER
VIA LE CASE,GOSALDO,GOSALDO VIA LE CASE
VIA LE FESTE,GOSALDO,GOSALDO VIA LE FESTE
LOCALITA' CUGNAGO,LA VALLE AGORDINA,LA VALLE AGORDINA LOCALITA' CUGNAGO
LOCALITA' LE VIZZE,LA VALLE AGORDINA,LA VALLE AGORDINA LOCALITA' LE VIZZE
VIA CANCELLADE,LA VALLE AGORDINA,LA VALLE AGORDINA VIA CANCELLADE
VIA CHIESA,LA VALLE AGORDINA,LA VALLE AGORDINA VIA CHIESA
VIA CONAGGIA,LA VALLE AGORDINA,LA VALLE AGORDINA VIA CONAGGIA
VIA FADES,LA VALLE AGORDINA,LA VALLE AGORDINA VIA FADES
VIA GAIDON,LA VALLE AGORDINA,LA VALLE AGORDINA VIA GAIDON
VIA LA MUDA (dal civico 19 in poi),LA VALLE AGORDINA,LA VALLE AGORDINA VIA LA MUDA (dal civico 19 in poi)
VIA LA MUDA (fino al civico 18),LA VALLE AGORDINA,LA VALLE AGORDINA VIA LA MUDA (fino al civico 18)
VIA LANTRAGO,LA VALLE AGORDINA,LA VALLE AGORDINA VIA LANTRAGO
VIA LE CAMPE,LA VALLE AGORDINA,LA VALLE AGORDINA VIA LE CAMPE
VIA MATTEN,LA VALLE AGORDINA,LA VALLE AGORDINA VIA MATTEN
VIA NOACH,LA VALLE AGORDINA,LA VALLE AGORDINA VIA NOACH
VIA RONCHE,LA VALLE AGORDINA,LA VALLE AGORDINA VIA RONCHE
VIA TORSAS,LA VALLE AGORDINA,LA VALLE AGORDINA VIA TORSAS
LOCALITA' GUANA,LAMON,LAMON LOCALITA' GUANA
LOCALITA' LE EI,LAMON,LAMON LOCALITA' LE EI
LOCALITA' SCHEID,LAMON,LAMON LOCALITA' SCHEID
P.LE DUOMO,LAMON,LAMON P.LE DUOMO
P.ZZA 3 NOVEMBRE,LAMON,LAMON P.ZZA 3 NOVEMBRE
VIA A.SLONGO,LAMON,LAMON VIA A.SLONGO
VIA BARBETTA,LAMON,LAMON VIA BARBETTA
VIA BECCAROI,LAMON,LAMON VIA BECCAROI
VIA BILLO',LAMON,LAMON VIA BILLO'
VIA BORE,LAMON,LAMON VIA BORE
VIA BOVE,LAMON,LAMON VIA BOVE
VIA BROCCON,LAMON,LAMON VIA BROCCON
VIA BRODI,LAMON,LAMON VIA BRODI
VIA C.BATTISTI,LAMON,LAMON VIA C.BATTISTI
VIA C.G.BALIN,LAMON,LAMON VIA C.G.BALIN
VIA CAMPIGOTTI,LAMON,LAMON VIA CAMPIGOTTI
VIA CANDIOLE,LAMON,LAMON VIA CANDIOLE
VIA CANTONI,LAMON,LAMON VIA CANTONI
VIA CARMELE,LAMON,LAMON VIA CARMELE
VIA CATESUNA,LAMON,LAMON VIA CATESUNA
VIA CAV.DI VITTORIO VENETO,LAMON,LAMON VIA CAV.DI VITTORIO VENETO
VIA CAVALEA,LAMON,LAMON VIA CAVALEA
VIA CENTRO ARINA,LAMON,LAMON VIA CENTRO ARINA
VIA CESURE,LAMON,LAMON VIA CESURE
VIA CHIAPPINI,LAMON,LAMON VIA CHIAPPINI
VIA CHIOE',LAMON,LAMON VIA CHIOE'
VIA CHIOLLI,LAMON,LAMON VIA CHIOLLI
VIA CIES,LAMON,LAMON VIA CIES
VIA CISMON,LAMON,LAMON VIA CISMON
VIA COL SECH,LAMON,LAMON VIA COL SECH
FRAZ. COLDERU' PIAN DI CULTURA,LENTIAI,LENTIAI FRAZ. COLDERU' PIAN DI CULTURA
FRAZIONE BOSCHI,LENTIAI,LENTIAI FRAZIONE BOSCHI
FRAZIONE CANAI,LENTIAI,LENTIAI FRAZIONE CANAI
FRAZIONE CANAI LA VENA,LENTIAI,LENTIAI FRAZIONE CANAI LA VENA
FRAZIONE CESANA,LENTIAI,LENTIAI FRAZIONE CESANA
FRAZIONE COLDERU',LENTIAI,LENTIAI FRAZIONE COLDERU'
FRAZIONE COLDERU' S.GERVASIO,LENTIAI,LENTIAI FRAZIONE COLDERU' S.GERVASIO
FRAZIONE MARZIAI,LENTIAI,LENTIAI FRAZIONE MARZIAI
FRAZIONE STABIE,LENTIAI,LENTIAI FRAZIONE STABIE
LARGO EUROPA,LENTIAI,LENTIAI LARGO EUROPA
LARGO MARCONI,LENTIAI,LENTIAI LARGO MARCONI
LOCALITA' VILLAPIANA,LENTIAI,LENTIAI LOCALITA' VILLAPIANA
PIAZZA CHAMARANDE,LENTIAI,LENTIAI PIAZZA CHAMARANDE
PIAZZA CRIVELLARO,LENTIAI,LENTIAI PIAZZA CRIVELLARO
PIAZZA DEGLI ALPINI,LENTIAI,LENTIAI PIAZZA DEGLI ALPINI
VIA A. BORTOLINI,LENTIAI,LENTIAI VIA A. BORTOLINI
VIA ACHILLE ZAMPESE,LENTIAI,LENTIAI VIA ACHILLE ZAMPESE
VIA ANDREA COSTA,LENTIAI,LENTIAI VIA ANDREA COSTA
VIA ANTONIO GUZZO,LENTIAI,LENTIAI VIA ANTONIO GUZZO
VIA ANTONIO SOLAGNA,LENTIAI,LENTIAI VIA ANTONIO SOLAGNA
VIA ARISTIDE GABELLI,LENTIAI,LENTIAI VIA ARISTIDE GABELLI
VIA BRUSAFERRO,LENTIAI,LENTIAI VIA BRUSAFERRO
VIA CA' MONTAGN,LENTIAI,LENTIAI VIA CA' MONTAGN
VIA CAL DE SACH,LENTIAI,LENTIAI VIA CAL DE SACH
VIA CASTELLIR,LENTIAI,LENTIAI VIA CASTELLIR
VIA CAVOUR,LENTIAI,LENTIAI VIA CAVOUR
VIA COI DI RONCHENA,LENTIAI,LENTIAI VIA COI DI RONCHENA
VIA COL D'ARTENT,LENTIAI,LENTIAI VIA COL D'ARTENT
VIA CRISTO MORO,LENTIAI,LENTIAI VIA CRISTO MORO
VIA DANTE ALIGHIERI,LENTIAI,LENTIAI VIA DANTE ALIGHIERI
LOCALITA' CANALET,LIMANA,LIMANA LOCALITA' CANALET
LOCALITA' CANE',LIMANA,LIMANA LOCALITA' CANE'
LOCALITA' NAVASA,LIMANA,LIMANA LOCALITA' NAVASA
LOCALITA' PIEVE DI LIMANA,LIMANA,LIMANA LOCALITA' PIEVE DI LIMANA
VIA A. VIVALDI,LIMANA,LIMANA VIA A. VIVALDI
VIA A. ZAMPIERI,LIMANA,LIMANA VIA A. ZAMPIERI
VIA BAORCHE,LIMANA,LIMANA VIA BAORCHE
VIA BRUNO CARLIN,LIMANA,LIMANA VIA BRUNO CARLIN
VIA CALCINE,LIMANA,LIMANA VIA CALCINE
VIA CANE' CENTRO,LIMANA,LIMANA VIA CANE' CENTRO
VIA CASE SPARSE CESA,LIMANA,LIMANA VIA CASE SPARSE CESA
VIA CASE SPARSE FAICH,LIMANA,LIMANA VIA CASE SPARSE FAICH
VIA CASE SPARSE PIOMBEI,LIMANA,LIMANA VIA CASE SPARSE PIOMBEI
VIA CASE SPARSE VILLA,LIMANA,LIMANA VIA CASE SPARSE VILLA
VIA CENTORE,LIMANA,LIMANA VIA CENTORE
VIA CERESERA,LIMANA,LIMANA VIA CERESERA
VIA CESA,LIMANA,LIMANA VIA CESA
VIA COI,LIMANA,LIMANA VIA COI
VIA COI DI NAVASA,LIMANA,LIMANA VIA COI DI NAVASA
VIA COL DI MEZZO,LIMANA,LIMANA VIA COL DI MEZZO
VIA COLVENDRAMEL,LIMANA,LIMANA VIA COLVENDRAMEL
VIA COMUNI GEMELLATI,LIMANA,LIMANA VIA COMUNI GEMELLATI
VIA CROS,LIMANA,LIMANA VIA CROS
VIA D. BUZZATI,LIMANA,LIMANA VIA D. BUZZATI
VIA DANTE ALIGHIERI,LIMANA,LIMANA VIA DANTE ALIGHIERI
VIA DEGLI ALPINI,LIMANA,LIMANA VIA DEGLI ALPINI
VIA DEGLI EMIGRANTI,LIMANA,LIMANA VIA DEGLI EMIGRANTI
VIA G. GARIBALDI,LIMANA,LIMANA VIA G. GARIBALDI
VIA G. MAZZINI,LIMANA,LIMANA VIA G. MAZZINI
VIA G. ZANIVAN,LIMANA,LIMANA VIA G. ZANIVAN
BIVIO DI SALESEI,LIVINALLONGO DEL COL DI LANA,LIVINALLONGO DEL COL DI LANA BIVIO DI SALESEI
LOCALITA' ARABBA,LIVINALLONGO DEL COL DI LANA,LIVINALLONGO DEL COL DI LANA LOCALITA' ARABBA
LOCALITA' BURZ,LIVINALLONGO DEL COL DI LANA,LIVINALLONGO DEL COL DI LANA LOCALITA' BURZ
LOCALITA' COLESEL,LIVINALLONGO DEL COL DI LANA,LIVINALLONGO DEL COL DI LANA LOCALITA' COLESEL
LOCALITA' GLIERA DI ARABBA,LIVINALLONGO DEL COL DI LANA,LIVINALLONGO DEL COL DI LANA LOCALITA' GLIERA DI ARABBA
LOCALITA' PRECUMON,LIVINALLONGO DEL COL DI LANA,LIVINALLONGO DEL COL DI LANA LOCALITA' PRECUMON
VIA AGAI,LIVINALLONGO DEL COL DI LANA,LIVINALLONGO DEL COL DI LANA VIA AGAI
VIA ALFAURO,LIVINALLONGO DEL COL DI LANA,LIVINALLONGO DEL COL DI LANA VIA ALFAURO
VIA ANDRAZ,LIVINALLONGO DEL COL DI LANA,LIVINALLONGO DEL COL DI LANA VIA ANDRAZ
VIA BOE',LIVINALLONGO DEL COL DI LANA,LIVINALLONGO DEL COL DI LANA VIA BOE'
VIA BRENTA,LIVINALLONGO DEL COL DI LANA,LIVINALLONGO DEL COL DI LANA VIA BRENTA
VIA CAMPI DI PLAJAZ,LIVINALLONGO DEL COL DI LANA,LIVINALLONGO DEL COL DI LANA VIA CAMPI DI PLAJAZ
VIA CASTELLO,LIVINALLONGO DEL COL DI LANA,LIVINALLONGO DEL COL DI LANA VIA CASTELLO
VIA CERNADOI,LIVINALLONGO DEL COL DI LANA,LIVINALLONGO DEL COL DI LANA VIA CERNADOI
VIA CHERZ,LIVINALLONGO DEL COL DI LANA,LIVINALLONGO DEL COL DI LANA VIA CHERZ
VIA COL DI LARZONEI,LIVINALLONGO DEL COL DI LANA,LIVINALLONGO DEL COL DI LANA VIA COL DI LARZONEI
VIA COL D'ORNELLA,LIVINALLONGO DEL COL DI LANA,LIVINALLONGO DEL COL DI LANA VIA COL D'ORNELLA
VIA COLLAZ,LIVINALLONGO DEL COL DI LANA,LIVINALLONGO DEL COL DI LANA VIA COLLAZ
VIA COLSOTTOCHIESA,LIVINALLONGO DEL COL DI LANA,LIVINALLONGO DEL COL DI LANA VIA COLSOTTOCHIESA
VIA CONTRIN,LIVINALLONGO DEL COL DI LANA,LIVINALLONGO DEL COL DI LANA VIA CONTRIN
VIA CORTE,LIVINALLONGO DEL COL DI LANA,LIVINALLONGO DEL COL DI LANA VIA CORTE
VIA COSTA DI PIAN,LIVINALLONGO DEL COL DI LANA,LIVINALLONGO DEL COL DI LANA VIA COSTA DI PIAN
VIA COSTA DI SALESEI,LIVINALLONGO DEL COL DI LANA,LIVINALLONGO DEL COL DI LANA VIA COSTA DI SALESEI
VIA CREPAZ,LIVINALLONGO DEL COL DI LANA,LIVINALLONGO DEL COL DI LANA VIA CREPAZ
VIA DAVEDINO,LIVINALLONGO DEL COL DI LANA,LIVINALLONGO DEL COL DI LANA VIA DAVEDINO
VIA FEDERA,LIVINALLONGO DEL COL DI LANA,LIVINALLONGO DEL COL DI LANA VIA FEDERA
VIA FOPPA,LIVINALLONGO DEL COL DI LANA,LIVINALLONGO DEL COL DI LANA VIA FOPPA
VIA FOSSAL,LIVINALLONGO DEL COL DI LANA,LIVINALLONGO DEL COL DI LANA VIA FOSSAL
VIA FREINE,LIVINALLONGO DEL COL DI LANA,LIVINALLONGO DEL COL DI LANA VIA FREINE
VIA LA VIZA,LIVINALLONGO DEL COL DI LANA,LIVINALLONGO DEL COL DI LANA VIA LA VIZA
FRAZIONE OLANTREGHE,LONGARONE,LONGARONE FRAZIONE OLANTREGHE
LA TIORA,LONGARONE,LONGARONE LA TIORA
LOCALITA' BAS LA VAL,LONGARONE,LONGARONE LOCALITA' BAS LA VAL
LOCALITA' CAMPESINE,LONGARONE,LONGARONE LOCALITA' CAMPESINE
LOCALITA' COPPEDELLO,LONGARONE,LONGARONE LOCALITA' COPPEDELLO
LOCALITA' COSTA DEI GAI,LONGARONE,LONGARONE LOCALITA' COSTA DEI GAI
LOCALITA' IN COLLE,LONGARONE,LONGARONE LOCALITA' IN COLLE
LOCALITA' LE VAL,LONGARONE,LONGARONE LOCALITA' LE VAL
LOCALITA' LE VARE,LONGARONE,LONGARONE LOCALITA' LE VARE
LOCALITA' MALCOLM,LONGARONE,LONGARONE LOCALITA' MALCOLM
LOCALITA' MORO,LONGARONE,LONGARONE LOCALITA' MORO
LOCALITA' NOIERA,LONGARONE,LONGARONE LOCALITA' NOIERA
LOCALITA' PASCOLI,LONGARONE,LONGARONE LOCALITA' PASCOLI
LOCALITA' SORAGA',LONGARONE,LONGARONE LOCALITA' SORAGA'
LOCALITA' TORCO,LONGARONE,LONGARONE LOCALITA' TORCO
PIAZZA 9 OTTOBRE,LONGARONE,LONGARONE PIAZZA 9 OTTOBRE
PIAZZA DEGLI SCALPELLINI,LONGARONE,LONGARONE PIAZZA DEGLI SCALPELLINI
PIAZZA DELLA CHIESA,LONGARONE,LONGARONE PIAZZA DELLA CHIESA
PIAZZA DELLA FONTANA,LONGARONE,LONGARONE PIAZZA DELLA FONTANA
PIAZZA GONZAGA,LONGARONE,LONGARONE PIAZZA GONZAGA
PIAZZA MARTIRI DELLA LIBERTA',LONGARONE,LONGARONE PIAZZA MARTIRI DELLA LIBERTA'
PIAZZA UMBERTO I,LONGARONE,LONGARONE PIAZZA UMBERTO I
PIAZZETTA DELLA FONTANA,LONGARONE,LONGARONE PIAZZETTA DELLA FONTANA
PIAZZETTA SARTORI,LONGARONE,LONGARONE PIAZZETTA SARTORI
PIAZZETTA STEFANI,LONGARONE,LONGARONE PIAZZETTA STEFANI
SALITA SARTORI,LONGARONE,LONGARONE SALITA SARTORI
VIA 12 MARZO 1916,LONGARONE,LONGARONE VIA 12 MARZO 1916
VIA 16 FEBBRAIO 1925,LONGARONE,LONGARONE VIA 16 FEBBRAIO 1925
VIA 2 GIUGNO - CODISSAGO,LONGARONE,LONGARONE VIA 2 GIUGNO - CODISSAGO
VIA A. MANZONI,LONGARONE,LONGARONE VIA A. MANZONI
LOC. PESIN,LORENZAGO DI CADORE,LORENZAGO DI CADORE LOC. PESIN
LOC. RIAUTO,LORENZAGO DI CADORE,LORENZAGO DI CADORE LOC. RIAUTO
LOC.RONCO GIAL,LORENZAGO DI CADORE,LORENZAGO DI CADORE LOC.RONCO GIAL
LOCALITA' MIRABELLO,LORENZAGO DI CADORE,LORENZAGO DI CADORE LOCALITA' MIRABELLO
LOCALITA' NOAIA,LORENZAGO DI CADORE,LORENZAGO DI CADORE LOCALITA' NOAIA
LOCALITA' PIAN DE SEMBOLE,LORENZAGO DI CADORE,LORENZAGO DI CADORE LOCALITA' PIAN DE SEMBOLE
LOCALITA' RUERE,LORENZAGO DI CADORE,LORENZAGO DI CADORE LOCALITA' RUERE
LOCALITA' STRADA DELLA SEGA,LORENZAGO DI CADORE,LORENZAGO DI CADORE LOCALITA' STRADA DELLA SEGA
PIAZZA CALVI,LORENZAGO DI CADORE,LORENZAGO DI CADORE PIAZZA CALVI
PIAZZA IV NOVEMBRE,LORENZAGO DI CADORE,LORENZAGO DI CADORE PIAZZA IV NOVEMBRE
VIA A. DE LORENZO,LORENZAGO DI CADORE,LORENZAGO DI CADORE VIA A. DE LORENZO
VIA CENTA,LORENZAGO DI CADORE,LORENZAGO DI CADORE VIA CENTA
VIA CESAROL - FRAZ.VILLAGRANDE,LORENZAGO DI CADORE,LORENZAGO DI CADORE VIA CESAROL - FRAZ.VILLAGRANDE
VIA CIARE,LORENZAGO DI CADORE,LORENZAGO DI CADORE VIA CIARE
VIA COSTA,LORENZAGO DI CADORE,LORENZAGO DI CADORE VIA COSTA
VIA COSTOLA,LORENZAGO DI CADORE,LORENZAGO DI CADORE VIA COSTOLA
VIA DEL LAGO,LORENZAGO DI CADORE,LORENZAGO DI CADORE VIA DEL LAGO
VIA DERA,LORENZAGO DI CADORE,LORENZAGO DI CADORE VIA DERA
VIA FAUREANA,LORENZAGO DI CADORE,LORENZAGO DI CADORE VIA FAUREANA
VIA G. CADORIN,LORENZAGO DI CADORE,LORENZAGO DI CADORE VIA G. CADORIN
VIA G. MARCONI,LORENZAGO DI CADORE,LORENZAGO DI CADORE VIA G. MARCONI
VIA GIAVA,LORENZAGO DI CADORE,LORENZAGO DI CADORE VIA GIAVA
VIA MONS.GIOVANNI DE DONA',LORENZAGO DI CADORE,LORENZAGO DI CADORE VIA MONS.GIOVANNI DE DONA'
VIA MONTEONA,LORENZAGO DI CADORE,LORENZAGO DI CADORE VIA MONTEONA
VIA PARCO DEI SOGNI,LORENZAGO DI CADORE,LORENZAGO DI CADORE VIA PARCO DEI SOGNI
VIA PECOL,LORENZAGO DI CADORE,LORENZAGO DI CADORE VIA PECOL
VIA PIATE,LORENZAGO DI CADORE,LORENZAGO DI CADORE VIA PIATE
VIA RAMAIO',LORENZAGO DI CADORE,LORENZAGO DI CADORE VIA RAMAIO'
VIA RIVA,LORENZAGO DI CADORE,LORENZAGO DI CADORE VIA RIVA
VIA RIVADO',LORENZAGO DI CADORE,LORENZAGO DI CADORE VIA RIVADO'
LOCALITA' COSTA,LOZZO DI CADORE,LOZZO DI CADORE LOCALITA' COSTA
LOCALITA' SANT'ANNA,LOZZO DI CADORE,LOZZO DI CADORE LOCALITA' SANT'ANNA
PIAZZA DA RIN,LOZZO DI CADORE,LOZZO DI CADORE PIAZZA DA RIN
PIAZZA IV NOVEMBRE,LOZZO DI CADORE,LOZZO DI CADORE PIAZZA IV NOVEMBRE
PIAZZA P.F. CALVI,LOZZO DI CADORE,LOZZO DI CADORE PIAZZA P.F. CALVI
PIAZZA TIZIANO VECELLIO,LOZZO DI CADORE,LOZZO DI CADORE PIAZZA TIZIANO VECELLIO
VIA ARCID. MONTI,LOZZO DI CADORE,LOZZO DI CADORE VIA ARCID. MONTI
VIA BRODEVIN,LOZZO DI CADORE,LOZZO DI CADORE VIA BRODEVIN
VIA BROILO,LOZZO DI CADORE,LOZZO DI CADORE VIA BROILO
VIA CAPITEL,LOZZO DI CADORE,LOZZO DI CADORE VIA CAPITEL
VIA COL VIDAL,LOZZO DI CADORE,LOZZO DI CADORE VIA COL VIDAL
VIA DA RIN,LOZZO DI CADORE,LOZZO DI CADORE VIA DA RIN
VIA DANTE ALIGHIERI,LOZZO DI CADORE,LOZZO DI CADORE VIA DANTE ALIGHIERI
VIA DEGLI ALPINI,LOZZO DI CADORE,LOZZO DI CADORE VIA DEGLI ALPINI
VIA DEI VECCHI MULINI,LOZZO DI CADORE,LOZZO DI CADORE VIA DEI VECCHI MULINI
VIA GIOUDA,LOZZO DI CADORE,LOZZO DI CADORE VIA GIOUDA
VIA LORETO,LOZZO DI CADORE,LOZZO DI CADORE VIA LORETO
VIA MARMAROLE,LOZZO DI CADORE,LOZZO DI CADORE VIA MARMAROLE
VIA MILANO,LOZZO DI CADORE,LOZZO DI CADORE VIA MILANO
VIA PADRE MARINO,LOZZO DI CADORE,LOZZO DI CADORE VIA PADRE MARINO
VIA PIAVE,LOZZO DI CADORE,LOZZO DI CADORE VIA PIAVE
VIA ROMA,LOZZO DI CADORE,LOZZO DI CADORE VIA ROMA
VIA RONZIE,LOZZO DI CADORE,LOZZO DI CADORE VIA RONZIE
VIA SAN ROCCO,LOZZO DI CADORE,LOZZO DI CADORE VIA SAN ROCCO
VIA TRIESTE,LOZZO DI CADORE,LOZZO DI CADORE VIA TRIESTE
VIA VENEZIA,LOZZO DI CADORE,LOZZO DI CADORE VIA VENEZIA
VIA VITTORIO VENETO,LOZZO DI CADORE,LOZZO DI CADORE VIA VITTORIO VENETO
VIALE DEGLI ARTIGIANI,LOZZO DI CADORE,LOZZO DI CADORE VIALE DEGLI ARTIGIANI
VIALE DEI MISSIONARI,LOZZO DI CADORE,LOZZO DI CADORE VIALE DEI MISSIONARI
VIALE DELL'INDUSTRIA,LOZZO DI CADORE,LOZZO DI CADORE VIALE DELL'INDUSTRIA
